CATALOG_KEY,PRO_NOMBRE
3962,HIPOTERMIA (SISTÉMICA) ACCESORÍA DE CIRUGÍA CARDÍACA ABIERTA
3963,CARDIOPLEJIA
3964,MARCAPASOS CARDÍACO INTRAOPERATORIO
3965,OXIGENACIÓN EXTRACORPÓREA DE MEMBRANA (OECM)
3966,DERIVACIÓN CARDIOPULMONAR PERCUTÁNEA
397,REPARACIÓN ENDOVASCULAR DE VASO
3971,IMPLANTE ENDOVASCULAR DE INJERTO EN AORTA ABDOMINAL
3972,REPARACIÓN U OCLUSIÓN ENDOVASCULAR DE VASOS DE CABEZA Y CUELLO
3973,IMPLANTACIÓN ENDOVASCULAR DE INJERTO EN AORTA TORÁCICA
3974,ELIMINACIÓN ENDOVASCULAR DE OBSTRUCCIÓN DE VASO(S) DE CABEZA Y CUELLO
3979,OTRA REPARACIÓN ENDOVASCULAR (DE ANEURISMA) DE OTROS VASOS
398,"OPERACIONES SOBRE EL CUERPO CAROTÍDEO, SENO CAROTÍDEO Y OTROS CUERPOS VASCULARES"
398X,"OPERACIONES SOBRE EL CUERPO CAROTÍDEO, SENO CAROTIDEO Y OTROS CUERPOS VASCULARES"
399,OTRAS OPERACIONES SOBRE VASOS
3990,INSERCIÓN DE STENT(S) NO LIBERADOR DE FÁRMACOS DE VASO PERIFÉRICO
3991,LIBERACIÓN DE VASO
3992,INYECCIÓN DE AGENTE ESCLEROSANTE EN VENA
3993,INSERCIÓN DE CÁNULA DE VASO A VASO
3994,SUSTITUCIÓN DE CÁNULA DE VASO A VASO
3995,HEMODIÁLISIS
3996,PERFUSIÓN DE CUERPO ENTERO
3997,OTRA PERFUSIÓN
3998,"CONTROL DE HERMORRAGIA, NO ESPECIFICADO DE OTRA MANERA"
3999,OTRAS OPERACIONES SOBRE VASOS
399A,DESEMPAQUETAMIENTO ABDOMIANAL (PERITONEAL)
0,OPERACIONES SOBRE EL SISTEMA HEMÁTICO Y LINFÁTICO (40 - 41)
40,OPERACIONES SOBRE EL SISTEMA LINFÁTICO
400,INCISIÓN DE ESTRUCTURAS LINFÁTICAS
400X,INCISIÓN DE ESTRUCTURAS LINFÁTICAS
401,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESTRUCTURAS LINFÁTICAS
4011,BIOPSIA DE ESTRUCTURA LINFÁTICA
4019,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESTRUCTURAS LINFÁTICAS
402,EXTIRPACIÓN SIMPLE DE ESTRUCTURA LINFÁTICA
4021,EXTIRPACIÓN DE GANGLIO LINFÁTICO CERVICAL PROFUNDO
4022,EXTIRPACIÓN DE GANGLIO LINFÁTICO MAMARIO INTERNO
4023,EXTIRPACIÓN DE GANGLIO LINFÁTICO AXILIAR
4024,EXTIRPACIÓN DE GANGLIO LINFÁTICO INGUINAL
4029,EXTIRPACIÓN SIMPLE DE OTRA ESTRUCTURA LINFÁTICA
403,EXTIRPACIÓN DE GANGLIO LINFÁTICO REGIONAL
403X,EXTIRPACIÓN DE GANGLIO LINFÁTICO REGIONAL
404,EXTIRPACIÓN RADICAL DE GANGLIOS LINFÁTICOS CERVICALES
4040,"DISECCIÓN RADICAL DE CUELLO, NO ESPECIFICADA DE OTRA MANERA"
4041,"DISECCIÓN RADICAL DE CUELLO, UNILATERAL"
4042,"DISECCIÓN RADICAL DE CUELLO, BILATERAL"
405,EXTIRPACIÓN RADICAL DE OTROS GANGLIOS LINFÁTICOS
4050,"EXTIRPACIÓN RADICAL DE GANGLIOS LINFÁTICOS, NO ESPECIFICADA DE OTRA MANERA"
4051,EXTIRPACIÓN RADICAL DE GANGLIOS LINFÁTICOS AXILARES
4052,EXTIRPACIÓN RADICAL DE GANGLIOS LINFÁTICOS PERIAÓRTICOS
4053,EXTIRPACIÓN DE GANGLIOS LINFÁTICOS ILIACOS
4054,EXTIRPACIÓN RADICAL DE GANGLIOS LINFÁTICOS DE LA INGLE
4059,EXTIRPACIÓN RADICAL DE OTROS GANGLIOS LINFÁTICOS
406,OPERACIONES SOBRE CONDUCTO TORÁCICO
4061,CANULACIÓN DE CONDUCTO TORÁCICO
4062,FISTULIZACIÓN DE CONDUCTO TORÁCICO
4063,CIERRE DE FÍSTULA DE CONDUCTO TORÁCICO
4064,LIGADURA DE CONDUCTO TORÁCICO
4069,OTRAS OPERACIONES SOBRE CONDUCTO TORÁCICO
409,OTRAS OPERACIONES SOBRE ESTRUCTURAS LINFÁTICAS
409X,OTRAS OPERACIONES SOBRE ESTRUCTURAS LINFÁTICAS
41,OPERACIONES SOBRE MÉDULA ÓSEA Y BAZO
410,TRASPLANTE DE MÉDULA ÓSEA O DE CÉLULAS MADRE HEMATOPOYÉTICAS
4100,"TRASPLANTE DE MÉDULA ÓSEA, NO ESPECIFICADO DE OTRA MANERA"
4101,TRASPLANTE AUTÓLOGO DE MÉDULA ÓSEA SIN PURGADO
4102,TRASPLANTE ALOGÉNICO DE MÉDULA ÓSEA CON PURGADO
4103,"TRASPLANTE DE MÉDULA ÓSEA, SIN PURGADO"
4104,TRASPLANTE AUTÓLOGO DE CÉLULAS MADRE HEMATOPOYÉTICAS SIN PURGADO
4105,TRASPLANTE ALOGÉNICO DE CÉLULAS MADRE HEMATOPOYÉTICAS SIN PURGADO
4106,TRASPLANTE DE CÉLULAS PROGENITORAS DE SANGRE DEL CORDÓN UMBILICAL
4107,TRASPLANTE AUTÓLOGO DE CÉLULAS MADRE HEMATOPOYÉTICAS CON PURGADO
4108,TRASPLANTE ALOGÉNICO DE CÉLULAS MADRE HEMATOPOYÉTICAS CON PURGADO
4109,TRASPLANTE AUTÓLOGO DE MÉDULA ÓSEA CON PURGADO
411,PUNCIÓN DE BAZO
411X,PUNCIÓN DE BAZO
412,ESPLENOTOMÍA
412X,ESPLENOTOMÍA
413,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE MÉDULA ÓSEA Y BAZO
4131,BIOPSIA DE MÉDULA ÓSEA
4132,BIOPSIA CERRADA [PERCUTÁNEA] (POR ASPIRACIÓN) DE BAZO
4133,BIOPSIA ABIERTA DE BAZO
4138,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE MÉDULA ÓSEA
4139,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE BAZO
414,EXTIRPACIÓN O DESTRUCCIÓN DE LESIÓN O TEJIDO DE BAZO
4141,MARSUPIALIZACIÓN DE QUISTE ESPLÉNICO
4142,EXTIRPACIÓN DE LESIÓN O TEJIDO DE BAZO
4143,ESPLENECTOMÍA PARCIAL
415,ESPLENECTOMÍA TOTAL
415X,ESPLENECTOMÍA TOTAL
419,OTRAS OPERACIONES SOBRE BAZO Y MÉDULA ÓSEA
4191,ASPIRACIÓN DE MÉDULA ÓSEA DE DONANTE PARA TRASPLANTE
4192,INYECCIÓN DE MÉDULA ÓSEA
4193,EXTIRPACIÓN DE BAZO ACCESORIO
4194,TRASPLANTE DE BAZO
4195,OPERACIONES DE REPARACIÓN Y PLÁSTICAS SOBRE BAZO
4198,OTRAS OPERACIONES SOBRE MÉDULA ÓSEA
4199,OTRAS OPERACIONES SOBRE BAZO
0,OPERACIONES SOBRE EL APARATO DIGESTIVO (42 - 54)
42,OPERACIONES SOBRE ESÓFAGO
420,ESOFAGOTOMÍA
4201,INCISIÓN DE MEMBRANA ESOFÁGICA
4209,OTRA INCISIÓN DE ESÓFAGO
421,ESOFAGOSTOMÍA
4210,"ESOFAGOSTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
4211,ESOFAGOSTOMÍA CERVICAL
4212,EXTERIORIZACIÓN DE BOLSA ESOFÁGICA
4219,OTRA FISTULIZACIÓN EXTERNA DE ESÓFAGO
422,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESÓFAGO
4221,ESOFAGOSCOPÍA OPERATORIA POR INCISIÓN
4222,ESOFAGOSCOPÍA A TRAVÉS DE ESTOMA ARTIFICIAL
4223,OTRA ESOFAGOSCOPÍA
4224,BIOPSIA DE ESÓFAGO CERRADA [ENDOSCÓPICA]
4225,BIOPSIA ABIERTA DE ESÓFAGO
4229,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESÓFAGO
423,EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O TEJIDO DE ESÓFAGO
4231,EXTIRPACIÓN LOCAL DE DIVERTÍCULO ESOFÁGICO
4232,EXTIRPACIÓN LOCAL DE OTRA LESIÓN O TEJIDO DE ESÓFAGO
4233,EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN O DE TEJIDO DEL ESÓFAGO
4239,OTRA EXTIRPACIÓN DE LESIÓN O TEJIDO DE ESÓFAGO
424,EXTIRPACIÓN DE ESÓFAGO
4240,"ESOFAGUECTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
4241,ESOFAGUECTOMÍA PARCIAL
4242,ESOFAGUECTOMÍA TOTAL
425,ANASTOMOSIS INTRATORÁCICA (O CERVICAL) DE ESÓFAGO
4251,ESOFAGOESOFAGOSTOMÍA INTRATORÁCICA (O CERVICAL)
4252,ESOFAGOGASTROSTOMÍA INTRATORÁCICA (O CERVICAL)
4253,ANASTOMOSÍS ESOFÁGICA INTRATORÁCICA (O CERVICAL) CON INTERPOSICIÓN DEL INTESTINO DELGADO
4254,OTRA ESOFAGOENTEROSTOMÍA INTRATORÁCICA (O CERVICAL)
4255,ANASTOMOSIS ESOFÁGICA INTRATORÁCICA (O CERVICAL) CON INTERPOSICIÓN DE COLON
4256,OTRA ESOFAGOCOLOSTOMÍA INTRATORÁCICA (O CERVICAL)
4258,ANASTOMOSIS ESOFÁGICA INTRATORÁCICA (O CERVICAL) CON OTRA INTERPOSICIÓN
4259,OTRA ANASTOMOSIS INTRATORÁCICA DE ESÓFAGO
426,ANASTOMOSIS PRE O RETROESTERNAL DE ESÓFAGO
4261,ESOFAGOESOFAGOSTOMÍA PRE (O RETROESTERNAL)
4262,ESOFAGOGASTROSTOMÍA PRE (O RETROESTERNAL)
4263,ANASTOMOSIS ESOFÁGICA PRE (O RETROESTERNAL) CON INTERPOSICIÓN DE INTESTINO DELGADO
4264,OTRA ESOFAGOENTEROSTOMÍA PRE (O RETROESTERNAL)
4265,ANASTOMOSIS ESOFÁGICA PRE (O RETROESTERNAL) CON INTERPOSICIÓN DE COLON
4266,OTRA ESOFAGOCOLOSTOMÍA PRE (O RETROESTERNAL)
4268,OTRA ANASTOMOSIS ESOFÁGICA PRE (O RETROESTERNAL) CON INTERPOSICIÓN
4269,OTRA ANASTOMOSIS PRE (O RETROESTERNAL) DE ESÓFAGO
427,ESOFAGOMIOTOMÍA
427X,ESOFAGOMIOTOMÍA
428,OTRA REPARACIÓN DE ESÓFAGO
4281,INSERCIÓN DE TUBO O PRÓTESIS PERMANENTE EN ESÓFAGO
4282,"SUTURA DE LACERACIÓN, DESGARRO O HERIDA DEL ESÓFAGO"
4283,CIERRE DE ESOFAGOSTOMÍA
4284,"REPARACIÓN DE FÍSTULA ESOFÁGICA, NO ESPECIFICADA BAJO OTRO CONCEPTO"
4285,REPARACIÓN DE ESTENOSIS ESOFÁGICA
4286,CREACIÓN DE TÚNEL SUBCUTÁNEO SIN ANASTOMOSIS ESOFÁGICA
4287,OTRO INJERTO DE ESÓFAGO
4289,OTRA REPARACIÓN DE ESÓFAGO
429,OTRAS OPERACIONES DE ESÓFAGO
4291,LIGADURA DE VARICES ESOFÁGICAS
4292,DILATACIÓN DE ESÓFAGO
4299,OTRA OPERACIÓN DE ESÓFAGO
43,INCISIÓN Y EXTIRPACIÓN DEL ESTÓMAGO
430,GASTROTOMÍA
430X,GASTROTOMÍA
431,GASTROSTOMÍA
4311,GASTROSTOMÍA PERCUTÁNEA [ENDOSCÓPICA] (PEG)
4319,OTRA GASTROSTOMÍA
433,PILOROMIOTOMÍA
433X,PILOROMIOTOMÍA
434,EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN O DE TEJIDO DE ESTÓMAGO
4341,EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDOSCÓPICA DE LESIÓN O DE TEJIDO DEL ESTÓMAGO
4342,EXTIRPACIÓN LOCAL DE OTRA LESIÓN O DE TEJIDO DEL ESTÓMAGO
4349,OTRA ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O TEJIDO DE ESTÓMAGO
435,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL ESÓFAGO
435X,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL ESÓFAGO
436,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL DUODENO
436X,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL DUODENO
437,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL YEYUNO
437X,GASTRECTOMÍA PARCIAL CON ANASTOMOSIS AL YEYUNO
438,OTRA GASTRECTOMÍA PARCIAL
4381,GASTRECTOMÍA PARCIAL CON TRANSPOSICIÓN YEYUNAL
4389,OTRA GASTRECTOMÍA PARCIAL
439,GASTRECTOMÍA TOTAL
4391,GASTRECTOMÍA TOTAL CON INTERPOSICIÓN INTESTINAL
4399,OTRA GASTRECTOMÍA TOTAL
44,OTRAS OPERACIONES SOBRE EL ESTÓMAGO
440,VAGOTOMÍA
4400,"VAGOTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
4401,VAGOTOMÍA TRONCULAR
4402,VAGOTOMÍA SUPRASELECTIVA
4403,OTRA VAGOTOMÍA SELECTIVA
441,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESTÓMAGO
4411,GASTROSCOPIA TRANSABDOMINAL
4412,GASTROSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL
4413,OTRA GASTROSCOPIA
4414,BIOPSIA CERRADA DE ESTÓMAGO (ENDOSCÓPICA)
4415,BIOPSIA ABIERTA DEL ESTÓMAGO
4419,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE ESTÓMAGO
442,PÍLOROPLASTIA
4421,DILATACIÓN DE PILORO MEDIANTE INCISIÓN
4422,DILATACIÓN ENDOSCÓPICA DE PILORO
4429,OTRA PILOROPLASTIA
443,GASTROENTEROSTOMÍA SIN GASTRECTOMÍA
4431,DESVIACIÓN GÁSTRICA PROXIMAL
4432,GASTROYEYUNOSTOMÍA PERCUTÁNEA [ENDOSCÓPICA]
4438,GASTROENTEROSTOMÍA LAPAROSCÓPICA
4439,OTRA GASTROENTEROSTOMÍA
444,CONTROL DE HEMORRAGIA Y SUTURA DE ÚLCERA GÁSTRICA O DUODENAL
4440,SUTURA DE ÚLCERA PÉPTICA NO ESPECIFICADA DE OTRA MANERA
4441,SUTURA DE ÚLCERA GÁSTRICA
4442,SUTURA DE ÚLCERA DUODENAL
4443,CONTROL ENDOSCÓPICO DE HEMORAGIA GÁSTRICA O DUODENAL
4444,EMBOLIZACIÓN POR CATÉTER DE UNA HEMORRAGIA GÁSTRICA O DUODENAL
4449,OTRO CONTROL DE HEMORAGIA DE ESTÓMAGO O DUODENO
445,REVISIÓN DE ANASTOMOSIS GÁSTRICA
445X,REVISIÓN DE ANASTOMOSIS GÁSTRICA
446,OTRA REPARACIÓN DE ESTÓMAGO
4461,"SUTURA DE DESGARRO, LESIÓN O HERIDA DEL ESTÓMAGO"
4462,CIERRE DE GASTROSTOMÍA
4463,CIERRE DE OTRA FÍSTULA GÁSTRICA
4464,GASTROPEXIA
4465,ESOFAGOGASTROPLASTIA
4466,OTROS PROCEDIMIENTOS PARA LA CREACIÓN DE COMPETENCIA ESFINTERIANA ESOFAGOGÁSTRICA
4467,PROCEDIMIENTOS LAPAROSCÓPICOS PARA CREACIÓN DE COMPETENCIA DEL ESFÍNTER GASTROESOFÁGICO
4468,GASTROPLASTIA LAPAROSCÓPICA
4469,OTRA REPARACIÓN DE ESTÓMAGO
449,OTRAS OPERACIONES SOBRE EL ESTÓMAGO
4491,LIGADURA DE VÁRICES GÁSTRICAS
4492,MANIPULACIÓN INTRAOPERATORIA DEL ESTÓMAGO
4493,INSERCIÓN DE BURBUJA GÁSTRICA (BALÓN)
4494,EXTRACCIÓN DE BURBUJA GÁSTRICA (BALÓN)
4495,PROCEDIMIENTO LAPAROSCÓPICO GÁSTRICO RESTRICTIVO
4496,REVISIÓN LAPAROSCÓPICA DE PROCEDIMIENTO GÁSTRICO RESTRICTIVO
4497,RETIRO LAPAROSCÓPICO DE DISPOSITIVO GÁSTRICO RESTRICTIVO
4498,AJUSTE (LAPAROSCÓPICO) DE TAMAÑO DE DISPOSITIVO GÁSTRICO RESTRICTIVO AJUSTABLE
4499,OTRA OPERACIÓN SOBRE EL ESTÓMAGO
45,"INCISIÓN, EXTIRPACIÓN Y ANASTOMOSIS DE INTESTINO"
450,ENTEROTOMÍA
4500,"INCISIÓN DE INTESTINO, NO ESPECIFICADO DE OTRA MANERA"
4501,INCISIÓN DE DUODENO
4502,OTRA INCISIÓN DE INTESTINO DELGADO
4503,INCISIÓN DE INTESTINO GRUESO
451,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE EL INTESTINO DELGADO
4511,ENDOSCOPÍA TRANSABDOMINAL DE INTESTINO DELGADO
4512,ENDOSCOPÍA DE INTESTINO DELGADO A TRAVÉS DE ESTOMA ARTIFICIAL
4513,OTRA ENDOSCOPÍA DE INTESTINO DELGADO
4514,BIOPSIA CERRADA [ENDOSCÓPICA] DE INTESTINO DELGADO
4515,BIOPSIA ABIERTA DE INTESTINO DELGADO
4516,ESOFAGOGASTRODUODENOSCOPÍA [EGD] CON BIOPSIA CERRADA
4519,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE INTESTINO DELGADO
452,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE INTESTINO GRUESO
4521,ENDOSCOPÍA TRANSABDOMINAL DE INTESTINO GRUESO
4522,ENDOSCOPÍA DE INTESTINO GRUESO A TRAVÉS DE ESTOMA ARTIFICIAL
4523,COLONOSCOPÍA
4524,SIGMOIDOSCOPÍA FLEXIBLE
4525,BIOPSIA CERRADA [ENDOSCÓPICA] DEL INTESTINO GRUESO
4526,BIOPSIA ABIERTA DE INTESTINO GRUESO
4527,"BIOPSIA INTESTINAL, SITIO NO ESPECIFICADO"
4528,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE INTESTINO GRUESO
4529,"OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE INTESTINO, SITIO NO ESPECIFICADO"
453,EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O TEJIDO DE INTESTINO DELGADO
4530,EXTIRPACIÓN O ELIMINACIÓN (DESTRUCCIÓN) ENDÓSCOPICA DE LESIÓN DE DUODENO
4531,OTRA EXTIRPACIÓN LOCAL DE LESIÓN DE DUODENO
4532,OTRAS DESTRUCCIONES O EXTIRPACIONES DE LESIÓN DE DUODENO
4533,"EXTIRPACIÓN LOCAL DE LESIÓN O TEJIDO DE INTESTINO DELGADO, EXCEPTO DUODENO"
4534,"OTRA ELIMINACIÓN (DESTRUCCIÓN O EXTIRPACIÓN) DE LESIÓN DE INTESTINO DELGADO, EXCEPTO DUODENO"
454,EXTIRPACIÓN LOCAL O ELIMINACIÓN (DESTRUCCIÓN) DE LESIÓN O TEJIDO DE INTESTINO GRUESO
4541,EXTIRPACIÓN DE LESIÓN O TEJIDO DE INTESTINO GRUESO
4542,POLIPECTOMÍA ENDOSCÓPICA DEL INTESTINO GRUESO
4543,DESTRUCCIÒN ENDOSCÓPICA DE OTRA LESIÓN DEL INTESTINO GRUESO
4549,OTRA ELIMINACIÓN DE LESIÓN DE INTESTINO GRUESO
455,AISLAMIENTO DE SEGMENTO INTESTINAL
4550,"AISLAMIENTO DE SEGMENTO INTESTINAL, NO ESPECIFICADO DE OTRA MANERA"
4551,AISLAMIENTO DE SEGMENTO DE INTESTINO DELGADO
4552,AISLAMIENTO DE SEGMENTO DE INTESTINO GRUESO
456,OTRA EXCISIÓN DE INTESTINO DELGADO
4561,RESECCIÓN SEGMENTARIA MÚLTIPLE DE INTESTINO DELGADO
4562,OTRA RESECCIÓN PARCIAL DE INTESTINO DELGADO
4563,RESECCIÓN TOTAL DE INTESTINO DELGADO
457,EXTIRPACIÓN PARCIAL ABIERTA Y OTRA EXTIRPACIÓN PARCIAL DE INTESTINO GRUESO
4571,RESECCIÓN SEGMENTARIA MÚLTIPLE ABIERTA Y OTRA RESECCIÓN SEGMENTARIA MÚLTIPLE DE INTESTINO GRUESO
4572,CECECTOMÍA ABIERTA Y OTRA CECECTOMÍA
4573,HEMICOLECTOMÍA DERECHA ABIERTA Y OTRA HEMICOLECTOMÍA DERECHA
4574,RESECCIÓN ABIERTA DE COLON TRANSVERSO Y OTRA RESECCIÓN DE COLON TRANSVERSO
4575,HEMICOLECTOMÍA IZQUIERDA ABIERTA Y OTRA HEMICOLECTOMÍA IZQUIERDA
4576,SIGMOIDECTOMÍA ABIERTA Y OTRA SIGMOIDECTOMÍA
4579,OTRA EXCISIÓN PARCIAL Y LA NO ESPECIFICADA DE INTESTINO GRUESO
457A,RESECCIÓN SEGMENTAL MÚLTIPLE DE INTESTINO GRUESO POR LAPAROSCOPÍA
457B,CIEGOTOMÍA LAPAROSCÓPICA
457C,HEMICOLECTOMÍA DERECHA POR LAPAROSCOPÍA
457D,RESECCIÓN DE COLON TRANSVERSO POR LAPAROSCOPÍA
457E,HEMICOLECTOMÍA IZQUIERDA POR LAPAROSCOPÍA
457F,SIGMOIDECTOMÍA POR LAPAROSCOPÍA
457G,OTRA EXCISIÓN PARCIAL DE INTESTINO GRUESO POR LAPAROSCOPÍA
458,COLECTOMÍA INTRAABDOMINAL TOTAL
4581,COLECTOMÍA INTRABDOMINAL TOTAL LAPAROSCÓPICA
4582,COLECTOMÍA INTRABDOMINAL TOTAL ABIERTA
4583,OTRA COLECTOMÍA INTRABDOMINAL TOTAL Y LA NO ESPECIFICADA
459,ANASTOMOSIS INTESTINAL
4590,"ANASTOMOSIS INTESTINAL, NO ESPECIFICADA DE OTRA MANERA"
4591,ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO DELGADO
4592,ANASTOMOSIS DE INTESTINO DELGADO AL MUÑÓN RECTAL
4593,OTRA ANASTOMOSIS DE INTESTINO DELGADO A INTESTINO GRUESO
4594,ANASTOMOSIS DE INTESTINO GRUESO A INTESTINO GRUESO
4595,ANASTOMOSIS AL ANO
46,OTRAS OPERACIONES SOBRE INTESTINO
460,EXTERIORIZACIÓN DE INTESTINO
4601,EXTERIORIZACIÓN DE INTESTINO DELGADO
4602,RESECCIÓN DE SEGMENTO ESTERIORIZADO DE INTESTINO DELGADO
4603,EXTERIORIZACIÓN DE INTESTINO GRUESO
4604,RESECCIÓN DE SEGMENTO EXTERIORIZADO DE INTESTINO GRUESO
461,COLOSTOMÍA
4610,"COLOSTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
4611,COLOSTOMÍA TEMPORAL
4613,COLOSTOMÍA PERMANENTE
4614,APERTURA RETARDADA DE COLOSTOMÍA
462,LLEOSTOMÍA
4620,"ILEOSTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
4621,ILEOSTOMÍA TEMPORAL
4622,ILEOSTOMÍA CONTINENTE
4623,OTRA ILEOSTOMÍA PERMANENTE
4624,APERTURA RETARDADA DE ILEOSTOMÍA
463,OTRA ENTEROSTOMÍA
4631,APERTURA RETARDADA DE OTRA ENTEROSTOMÍA
4632,YEYUNOSTOMÍA PERCUTÁNEA [ENDOSCÓPICA] (YPE)
4639,OTRA ENTEROSTOMÍA
464,REVISIÓN DE ESTOMA INTESTINAL
4640,"REVISIÓN DE ESTOMA INTESTINAL, NO ESPECIFICADO DE OTRA MANERA"
4641,REVISIÓN DE ESTOMA DE INTESTINO DELGADO
4642,REPARACIÓN DE HERNIA PERICOLOSTOMIA
4643,OTRA REVISIÓN DE ESTOMA DE INTESTINO GRUESO
465,CIERRE DE ESTOMA INTESTINAL
4650,CIERRE DE ESTOMA INTESTINAL NO ESPECIFICADO DE OTRA MANERA
4651,CIERRE DE ESTOMA DE INTESTINO DELGADO
4652,CIERRE DE ESTOMA DE INTESTINO GRUESO
466,FIJACIÓN DE INTESTINO
4660,"FIJACIÓN DE INTESTINO, NO ESPECIFICADA DE OTRA MANERA"
4661,FIJACIÓN DE INTESTINO DELGADO A PARED ABDOMINAL
4662,OTRA FIJACIÓN DE INTESTINO DELGADO
4663,FIJACIÓN DE INTESTINO GRUESO A PARED ABDOMINAL
4664,OTRA FIJACIÓN DE INTESTINO GRUESO
467,OTRA REPARACIÓN DE INTESTINO
4671,SUTURA DE HERIDA DE DUODENO
4672,CIERRE DE FÍSTULA DE DUODENO
4673,"SUTURA DE HERIDA DE INTESTINO DELGADO, EXCEPTO DUODENO"
4674,"CIERRE DE FÍSTULA DE INTESTINO DELGADO, EXCEPTO DUODENO"
4675,SUTURA DE HERIDA DE INTESTINO GRUESO
4676,CIERRE DE FÍSTULA DE INTESTINO GRUESO
4679,OTRA REPARACIÓN DE INTESTINO
468,DILATACIÓN Y MANIPULACIÓN DE INTESTINO
4680,"MANIPULACIÓN INTRAABDOMINAL DE INTESTINO, NO ESPECIFICADA DE OTRA MANERA"
4681,MANIPULACIÓN INTRAABDOMINAL DE INTESTINO DELGADO
4682,MANIPULACIÓN INTRAABDOMINAL DE INTESTINO GRUESO
4685,DILATACIÓN DEL INTESTINO
469,OTRAS OPERACIONES SOBRE INTESTINOS
4691,MIOTOMÍA DEL COLON SIGMOIDEO
4692,MIOTOMÍA DE OTRAS PARTES DEL COLON
4693,REVISIÓN DE ANASTOMOSIS DE INTESTINO DELGADO
4694,REVISIÓN DE ANASTOMOSIS DE INTESTINO GRUESO
4695,PERFUSIÓN LOCAL DE INTESTINO DELGADO
4696,PERFUSIÓN LOCAL DEL INTESTINO GRUESO
4697,TRASPLANTE DE INTESTINO
4699,OTRA OPERACIÓN SOBRE INTESTINOS
47,OPERACIÓN SOBRE APÉNDICE
470,APENDICECTOMÍA
4701,APENDICECTOMÍA LAPAROSCÓPICA
4709,OTRA APENDICECTOMÍA
471,APENDICECTOMÍA INCIDENTAL
4711,APENDICECTOMÍA INCIDENTAL LAPAROSCÓPICA
4719,OTRA APENDICECTOMÍA INCIDENTAL
472,DRENAJE DE ABSCESO APENDICULAR
472X,DRENAJE DE ABSCESO APENDICULAR
479,OTRAS OPERACIONES SOBRE APÉNDICE
4791,APENDICOSTOMÍA
4792,CIERRE DE FÍSTULA DE APÉNDICE
4799,OTRA OPERACIÓN SOBRE APÉNDICE
48,"OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL"
480,PROCTOTOMÍA
480X,PROCTOTOMÍA
481,PROCTOSTOMÍA
481X,PROCTOSTOMÍA
482,"PROCEDIMIENTOS DIAGNÓSTICOS SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL"
4821,PROCTOSIGMOIDOSCOPIA TRANSABDOMINAL
4822,PROCTOSIGMOIDOSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL
4823,PROCTOSIGMOIDOSCOPIA RÍGIDA
4824,BIOPSIA CERRADA [ENDOSCÓPICA] DE RECTO
4825,OTRA BIOPSIA DE RECTO
4826,BIOPSIA DE TEJIDO PERIRRECTAL
4829,"OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL"
483,EXTIRPACIÓN LOCAL O ELIMINACIÓN DE LESIÓN O TEJIDO RECTAL
4831,ELECTROCOAGULACIÓN RADICAL DE LESIÓN O TEJIDO RECTAL
