CATALOG_KEY,NOMBRE,ES_SUIVE_EST_EPI
C884,LINFOMA DE CÉLULAS B EXTRANODAL DE ZONA MARGINAL DE TEJIDO LINFOIDE ASOCIADO A MUCOSAS [LINFOMA TLAM],NO
C887,OTRAS ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS,NO
C889,"ENFERMEDAD INMUNOPROLIFERATIVA MALIGNA, SIN OTRA ESPECIFICACIÓN",NO
C90,MIELOMA MÚLTIPLE Y TUMORES MALIGNOS DE CÉLULAS PLASMÁTICAS,NO
C900,MIELOMA MÚLTIPLE,NO
C901,LEUCEMIA DE CÉLULAS PLASMÁTICAS,NO
C902,PLASMOCITOMA EXTRAMEDULAR,NO
C903,PLASMOCITOMA SOLITARIO,NO
C91,LEUCEMIA LINFOIDE,NO
C910,LEUCEMIA LINFOBLÁSTICA AGUDA [LLA],NO
C911,LEUCEMIA LINFOCÍTICA CRÓNICA DE CÉLULA TIPO B,NO
C912,LEUCEMIA LINFOCÍTICA SUBAGUDA,NO
C913,LEUCEMIA PROLINFOCÍTICA DE CÉLULA TIPO B,NO
C914,LEUCEMIA DE CÉLULAS VELLOSAS,NO
C915,LEUCEMIA/LINFOMA DE CÉLULAS T ADULTAS [HTLV-1-ASOCIADO],NO
C916,LEUCEMIA PROLINFOCÍTICA DE CÉLULAS TIPO T,NO
C917,OTRAS LEUCEMIAS LINFOIDES,NO
C918,LEUCEMIA TIPO BURKITT DE CÉLULAS B MADURAS,NO
C919,"LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACIÓN",NO
C92,LEUCEMIA MIELOIDE,NO
C920,LEUCEMIA MIELOBLÁSTICA AGUDA [LMA],NO
C921,"LEUCEMIA MIELOIDE CRÓNICA [LMC], BCR/ABL-POSITIVO",NO
C922,"LEUCEMIA MIELOIDE CRÓNICA ATÍPICA, BCR/ABL-NEGATIVO",NO
C923,SARCOMA MIELOIDE,NO
C924,LEUCEMIA PROMIELOCÍTICA AGUDA [LPA],NO
C925,LEUCEMIA MIELOMONOCÍTICA AGUDA,NO
C926,LEUCEMIA MIELOIDE AGUDA CON ANORMALIDAD 11Q23,NO
C927,OTRAS LEUCEMIAS MIELOIDES,NO
C928,LEUCEMIA MIELOIDE AGUDA CON DISPLASIA MULTILINAJE,NO
C929,"LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACIÓN",NO
C93,LEUCEMIA MONOCÍTICA,NO
C930,LEUCEMIA MONOCÍTICA/MONOBLÁSTICA AGUDA,NO
C931,LEUCEMIA MIELOMONOCÍTICA CRÓNICA,NO
C932,LEUCEMIA MONOCÍTICA SUBAGUDA,NO
C933,LEUCEMIA MIELOMONOCÍTICA JUVENIL,NO
C937,OTRAS LEUCEMIAS MONOCÍTICAS,NO
C939,"LEUCEMIA MONOCÍTICA, SIN OTRA ESPECIFICACIÓN",NO
C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO,NO
C940,LEUCEMIA ERITROIDE AGUDA,NO
C941,ERITREMIA CRÓNICA,NO
C942,LEUCEMIA MEGACARIOBLÁSTICA AGUDA,NO
C943,LEUCEMIA DE MASTOCITOS,NO
C944,PANMIELOSIS AGUDA CON MIELOFIBROSIS,NO
C945,MIELOFIBROSIS AGUDA,NO
C946,"ENFERMEDAD MIELODISPLÁSICA Y MIELOPROLIFERATIVA, NO CLASIFICADA EN OTRA PARTE",NO
C947,OTRAS LEUCEMIAS ESPECIFICADAS,NO
C95,LEUCEMIA DE CÉLULAS DE TIPO NO ESPECIFICADO,NO
C950,"LEUCEMIA AGUDA, CÉLULAS DE TIPO NO ESPECIFICADO",NO
C951,"LEUCEMIA CRÓNICA, CÉLULAS DE TIPO NO ESPECIFICADO",NO
C952,"LEUCEMIA SUBAGUDA, CÉLULAS DE TIPO NO ESPECIFICADO",NO
C957,OTRAS LEUCEMIAS DE CÉLULAS DE TIPO NO ESPECIFICADO,NO
C959,"LEUCEMIA, NO ESPECIFICADA",NO
C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES",NO
C960,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS MULTIFOCAL Y MULTISISTÉMICA (DISEMINADA) [ENFERMEDAD DE LETTERER-SIWE],NO
C961,HISTIOCITOSIS MALIGNA,NO
C962,TUMOR MALIGNO DE MASTOCITOS,NO
C963,LINFOMA HISTIOCÍTICO VERDADERO,NO
C964,SARCOMA DE CÉLULAS DENDRÍTICAS (CÉLULAS ACCESORIAS),NO
C965,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS MULTIFOCAL Y UNISISTÉMICA,NO
C966,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS UNIFOCAL,NO
C967,"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES",NO
C968,SARCOMA HISTIOCÍTICO,NO
C969,"TUMOR MALIGNO DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACIÓN",NO
C97X,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MÚLTIPLES INDEPENDIENTES,NO
D00,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESÓFAGO Y DEL ESTÓMAGO",NO
D000,"CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",NO
D001,CARCINOMA IN SITU DEL ESÓFAGO,NO
D002,CARCINOMA IN SITU DEL ESTÓMAGO,NO
D01,CARCINOMA IN SITU DE OTROS ÓRGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS,NO
D010,CARCINOMA IN SITU DEL COLON,NO
D011,CARCINOMA IN SITU DE LA UNIÓN RECTOSIGMOIDEA,NO
D012,CARCINOMA IN SITU DEL RECTO,NO
D013,CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL,NO
D014,CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO,NO
D015,"CARCINOMA IN SITU DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR",NO
D017,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ÓRGANOS DIGESTIVOS,NO
D019,CARCINOMA IN SITU DE ÓRGANOS DIGESTIVOS NO ESPECIFICADOS,NO
D02,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OÍDO MEDIO,NO
D020,CARCINOMA IN SITU DE LA LARINGE,NO
D021,CARCINOMA IN SITU DE LA TRÁQUEA,NO
D022,CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMÓN,NO
D023,CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO,NO
D024,CARCINOMA IN SITU DE ÓRGANOS RESPIRATORIOS NO ESPECIFICADOS,NO
D03,MELANOMA IN SITU,NO
D030,MELANOMA IN SITU DEL LABIO,NO
D031,MELANOMA IN SITU DEL PÁRPADO Y DE LA COMISURA PALPEBRAL,NO
D032,MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO
D033,MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO
D034,MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO,NO
D035,MELANOMA IN SITU DEL TRONCO,NO
D036,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO
D037,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO
D038,MELANOMA IN SITU DE OTROS SITIOS,NO
D039,"MELANOMA IN SITU, SITIO NO ESPECIFICADO",NO
D04,CARCINOMA IN SITU DE LA PIEL,NO
D040,CARCINOMA IN SITU DE LA PIEL DEL LABIO,NO
D041,CARCINOMA IN SITU DE LA PIEL DEL PÁRPADO Y DE LA COMISURA PALPEBRAL,NO
D042,CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO
D043,CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO
D044,CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO,NO
D045,CARCINOMA IN SITU DE LA PIEL DEL TRONCO,NO
D046,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO
D047,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO
D048,CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS,NO
D049,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO",NO
D05,CARCINOMA IN SITU DE LA MAMA,NO
D050,CARCINOMA IN SITU LOBULAR,NO
D051,CARCINOMA IN SITU INTRACANALICULAR,NO
D057,OTROS CARCINOMAS IN SITU DE LA MAMA,NO
D059,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA",NO
D06,CARCINOMA IN SITU DEL CUELLO DEL ÚTERO,SI
D060,CARCINOMA IN SITU DEL ENDOCÉRVIX,SI
D061,CARCINOMA IN SITU DEL EXOCÉRVIX,SI
D067,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO,SI
D069,"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA",SI
D07,CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES Y DE LOS NO ESPECIFICADOS,NO
D070,CARCINOMA IN SITU DEL ENDOMETRIO,NO
D071,CARCINOMA IN SITU DE LA VULVA,NO
D072,CARCINOMA IN SITU DE LA VAGINA,NO
D073,CARCINOMA IN SITU DE OTROS SITIOS DE ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,NO
D074,CARCINOMA IN SITU DEL PENE,NO
D075,CARCINOMA IN SITU DE LA PRÓSTATA,NO
D076,CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS,NO
D09,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,NO
D090,CARCINOMA IN SITU DE LA VEJIGA,NO
D091,CARCINOMA IN SITU DE OTROS ÓRGANOS URINARIOS Y DE LOS NO ESPECIFICADOS,NO
D092,CARCINOMA IN SITU DEL OJO,NO
D093,CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS,NO
D097,CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS,NO
D099,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO",NO
D10,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE,NO
D100,TUMOR BENIGNO DEL LABIO,NO
D101,TUMOR BENIGNO DE LA LENGUA,NO
D102,TUMOR BENIGNO DEL PISO DE LA BOCA,NO
D103,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,NO
D104,TUMOR BENIGNO DE LA AMÍGDALA,NO
D105,TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE,NO
D106,TUMOR BENIGNO DE LA NASOFARINGE,NO
D107,TUMOR BENIGNO DE LA HIPOFARINGE,NO
D109,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",NO
D11,TUMOR BENIGNO DE LAS GLÁNDULAS SALIVALES MAYORES,NO
D110,TUMOR BENIGNO DE LA GLÁNDULA PARÓTIDA,NO
D117,TUMOR BENIGNO DE OTRAS GLÁNDULAS SALIVALES MAYORES ESPECIFICADAS,NO
D119,"TUMOR BENIGNO DE LA GLÁNDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACIÓN",NO
D12,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO",NO
D120,TUMOR BENIGNO DEL CIEGO,NO
D121,TUMOR BENIGNO DEL APÉNDICE,NO
D122,TUMOR BENIGNO DEL COLON ASCENDENTE,NO
D123,TUMOR BENIGNO DEL COLON TRANSVERSO,NO
D124,TUMOR BENIGNO DEL COLON DESCENDENTE,NO
D125,TUMOR BENIGNO DEL COLON SIGMOIDE,NO
D126,"TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA",NO
D127,TUMOR BENIGNO DE LA UNIÓN RECTOSIGMOIDEA,NO
D128,TUMOR BENIGNO DEL RECTO,NO
D129,TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO,NO
D13,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO,NO
D130,TUMOR BENIGNO DEL ESÓFAGO,NO
D131,TUMOR BENIGNO DEL ESTÓMAGO,NO
D132,TUMOR BENIGNO DEL DUODENO,NO
D133,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO,NO
D134,TUMOR BENIGNO DEL HÍGADO,NO
D135,TUMOR BENIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS,NO
D136,TUMOR BENIGNO DEL PÁNCREAS,NO
D137,TUMOR BENIGNO DEL PÁNCREAS ENDOCRINO,NO
D139,TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO,NO
D14,TUMOR BENIGNO DEL OÍDO MEDIO Y DEL SISTEMA RESPIRATORIO,NO
D140,"TUMOR BENIGNO DEL OÍDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES",NO
D141,TUMOR BENIGNO DE LA LARINGE,NO
D142,TUMOR BENIGNO DE LA TRÁQUEA,NO
D143,TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMÓN,NO
D144,"TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO",NO
D15,TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS Y DE LOS NO ESPECIFICADOS,NO
D150,TUMOR BENIGNO DEL TIMO,NO
D151,TUMOR BENIGNO DEL CORAZÓN,NO
D152,TUMOR BENIGNO DEL MEDIASTINO,NO
D157,TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS ESPECIFICADOS,NO
D159,TUMOR BENIGNO DE ÓRGANO INTRATORÁCICO NO ESPECIFICADO,NO
D16,TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR,NO
D160,TUMOR BENIGNO DEL OMÓPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR,NO
D161,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR,NO
D162,TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR,NO
D163,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR,NO
D164,TUMOR BENIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA,NO
D165,TUMOR BENIGNO DEL MAXILAR INFERIOR,NO
D166,TUMOR BENIGNO DE LA COLUMNA VERTEBRAL,NO
D167,"TUMOR BENIGNO DE LAS COSTILLAS, ESTERNÓN Y CLAVÍCULA",NO
D168,"TUMOR BENIGNO DE LOS HUESOS PÉLVICOS, SACRO Y CÓCCIX",NO
D169,"TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, SITIO NO ESPECIFICADO",NO
D17,TUMORES BENIGNOS LIPOMATOSOS,NO
D170,"TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE CABEZA, CARA Y CUELLO",NO
D171,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DEL TRONCO,NO
D172,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE MIEMBROS,NO
D173,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,NO
D174,TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRATORÁCICOS,NO
D175,TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES,NO
D176,TUMOR BENIGNO LIPOMATOSO DEL CORDÓN ESPERMÁTICO,NO
D177,TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS,NO
D179,"TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO",NO
D18,HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO,NO
D180,"HEMANGIOMA, DE CUALQUIER SITIO",NO
D181,"LINFANGIOMA, DE CUALQUIER SITIO",NO
D19,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL,NO
D190,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA,NO
D191,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO,NO
D197,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS,NO
D199,"TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO",NO
D20,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO,NO
D200,TUMOR BENIGNO DEL RETROPERITONEO,NO
D201,TUMOR BENIGNO DEL PERITONEO,NO
D21,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS,NO
D210,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO",NO
D211,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO
D212,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO
D213,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TÓRAX,NO
D214,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN,NO
D215,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS,NO
D216,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACIÓN",NO
D219,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO",NO
D22,NEVO MELANOCÍTICO,NO
D220,NEVO MELANOCÍTICO DEL LABIO,NO
D221,"NEVO MELANOCÍTICO DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",NO
D222,NEVO MELANOCÍTICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO
D223,NEVO MELANOCÍTICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO
D224,NEVO MELANOCÍTICO DEL CUERO CABELLUDO Y DEL CUELLO,NO
D225,NEVO MELANOCÍTICO DEL TRONCO,NO
D226,"NEVO MELANOCÍTICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO
D227,"NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO
D229,"NEVO MELANOCÍTICO, SITIO NO ESPECIFICADO",NO
D23,OTROS TUMORES BENIGNOS DE LA PIEL,NO
D230,TUMOR BENIGNO DE LA PIEL DEL LABIO,NO
D231,"TUMOR BENIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL",NO
D232,TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,NO
D233,TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,NO
D234,TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,NO
D235,TUMOR BENIGNO DE LA PIEL DEL TRONCO,NO
D236,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",NO
D237,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",NO
D239,"TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO",NO
D24X,TUMOR BENIGNO DE LA MAMA,NO
D25,LEIOMIOMA DEL ÚTERO,NO
D250,LEIOMIOMA SUBMUCOSO DEL ÚTERO,NO
D251,LEIOMIOMA INTRAMURAL DEL ÚTERO,NO
D252,LEIOMIOMA SUBSEROSO DEL ÚTERO,NO
D259,"LEIOMIOMA DEL ÚTERO, SIN OTRA ESPECIFICACIÓN",NO
D26,OTROS TUMORES BENIGNOS DEL ÚTERO,NO
D260,TUMOR BENIGNO DEL CUELLO DEL ÚTERO,NO
D261,TUMOR BENIGNO DEL CUERPO DEL ÚTERO,NO
D267,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL ÚTERO,NO
D269,"TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA",NO
D27X,TUMOR BENIGNO DEL OVARIO,NO
D28,TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,NO
D280,TUMOR BENIGNO DE LA VULVA,NO
D281,TUMOR BENIGNO DE LA VAGINA,NO
D282,TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS,NO
D287,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ÓRGANOS GENITALES FEMENINOS,NO
D289,"TUMOR BENIGNO DE ÓRGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO",NO
D29,TUMOR BENIGNO DE LOS ÓRGANOS GENITALES MASCULINOS,NO
D290,TUMOR BENIGNO DEL PENE,NO
D291,TUMOR BENIGNO DE LA PRÓSTATA,NO
D292,TUMOR BENIGNO DE LOS TESTÍCULOS,NO
D293,TUMOR BENIGNO DEL EPIDÍDIMO,NO
D294,TUMOR BENIGNO DEL ESCROTO,NO
D297,TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES MASCULINOS,NO
D299,"TUMOR BENIGNO DE ÓRGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO",NO
D30,TUMOR BENIGNO DE LOS ÓRGANOS URINARIOS,NO
D300,TUMOR BENIGNO DEL RIÑÓN,NO
D301,TUMOR BENIGNO DE LA PELVIS RENAL,NO
D302,TUMOR BENIGNO DEL URÉTER,NO
D303,TUMOR BENIGNO DE LA VEJIGA,NO
D304,TUMOR BENIGNO DE LA URETRA,NO
D307,TUMOR BENIGNO DE OTROS ÓRGANOS URINARIOS,NO
D309,TUMOR BENIGNO DE ÓRGANO URINARIO NO ESPECIFICADO,NO
D31,TUMOR BENIGNO DEL OJO Y SUS ANEXOS,NO
D310,TUMOR BENIGNO DE LA CONJUNTIVA,NO
D311,TUMOR BENIGNO DE LA CÓRNEA,NO
D312,TUMOR BENIGNO DE LA RETINA,NO
D313,TUMOR BENIGNO DE LA COROIDES,NO
D314,TUMOR BENIGNO DEL CUERPO CILIAR,NO
D315,TUMOR BENIGNO DE LAS GLÁNDULAS Y DE LOS CONDUCTOS LAGRIMALES,NO
D316,"TUMOR BENIGNO DE LA ÓRBITA, PARTE NO ESPECIFICADA",NO
D319,"TUMOR BENIGNO DEL OJO, PARTE NO ESPECIFICADA",NO
D32,TUMORES BENIGNOS DE LAS MENINGES,NO
D320,TUMOR BENIGNO DE LAS MENINGES CEREBRALES,NO
D321,TUMOR BENIGNO DE LAS MENINGES RAQUÍDEAS,NO
D329,"TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA",NO
D33,TUMOR BENIGNO DEL ENCÉFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL,NO
D330,"TUMOR BENIGNO DEL ENCÉFALO, SUPRATENTORIAL",NO
D331,"TUMOR BENIGNO DEL ENCÉFALO, INFRATENTORIAL",NO
D332,"TUMOR BENIGNO DEL ENCÉFALO, PARTE NO ESPECIFICADA",NO
D333,TUMOR BENIGNO DE LOS NERVIOS CRANEALES,NO
D334,TUMOR BENIGNO DE LA MÉDULA ESPINAL,NO
D337,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,NO
D339,"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",NO
D34X,TUMOR BENIGNO DE LA GLÁNDULA TIROIDES,NO
D35,TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS Y DE LAS NO ESPECIFICADAS,NO
D350,TUMOR BENIGNO DE LA GLÁNDULA SUPRARRENAL,NO
D351,TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES,NO
D352,TUMOR BENIGNO DE LA HIPÓFISIS,NO
D353,TUMOR BENIGNO DEL CONDUCTO CRANEOFARINGEO,NO
D354,TUMOR BENIGNO DE LA GLÁNDULA PINEAL,NO
D355,TUMOR BENIGNO DEL CUERPO CAROTÍDEO,NO
D356,TUMOR BENIGNO DEL CUERPO AÓRTICO Y DE OTROS CUERPOS CROMAFINES,NO
D357,TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS ESPECIFICADAS,NO
D358,TUMOR BENIGNO PLURIGLANDULAR,NO
D359,TUMOR BENIGNO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA,NO
D36,TUMOR BENIGNO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,NO
D360,TUMOR BENIGNO DE LOS GANGLIOS LINFÁTICOS,NO
D361,TUMOR BENIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO,NO
D367,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS,NO
D369,TUMOR BENIGNO DE SITIO NO ESPECIFICADO,NO
D37,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA CAVIDAD BUCAL Y DE LOS ÓRGANOS DIGESTIVOS,NO
D370,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",NO
D371,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTÓMAGO,NO
D372,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL INTESTINO DELGADO,NO
D373,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL APÉNDICE,NO
D374,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON,NO
D375,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO,NO
D376,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR",NO
D377,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS,NO
D379,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS DIGESTIVOS, SITIO NO ESPECIFICADO",NO
